# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 553633736228
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0x447fdf67813ce97f                          -      -            
     0.00%     0.00%  [.] 0x61890293bc980cfa                          -      -            
     0.00%     0.00%  [.] 0x579355d880b11f9c                          -      -            
     0.00%     0.00%  [.] 0x536e27b4f168ad22                          -      -            
     0.00%     0.00%  [.] 0x7c94f2f72841dd27                          -      -            
     0.00%     0.00%  [.] 0x0f29c1227213dadf                          -      -            
     0.00%     0.00%  [.] 0x88ffbf6b24361b77                          -      -            
     0.00%     0.00%  [.] 0xc1725ea10b9bdd94                          -      -            
     0.00%     0.00%  [.] 0xf91134737afcc212                          -      -            
     0.00%     0.00%  [.] 0xb1644711431d64ac                          -      -            
     0.00%     0.00%  [.] 0xd145ba27f2fd1d01                          -      -            
     0.00%     0.00%  [.] 0xcae86888d5d0c329                          -      -            
     0.00%     0.00%  [.] 0xa39b167fe9bcfd27                          -      -            
     0.00%     0.00%  [.] 0x9b64baacdc8e9215                          -      -            
     0.00%     0.00%  [.] 0xd46f9d1b228665fe                          -      -            
     0.00%     0.00%  [.] 0xf52a4bb65e5de3a1                          -      -            
     0.00%     0.00%  [.] 0x814798e955879166                          -      -            
     0.00%     0.00%  [.] 0xb8599de6e04535c0                          -      -            
     0.00%     0.00%  [.] 0xae4eff1d722549e3                          -      -            
     0.00%     0.00%  [.] 0xb26f08f4e515aeb9                          -      -            
     0.00%     0.00%  [.] 0x7c48c5377222ed74                          -      -            
     0.00%     0.00%  [.] 0xd8043448eb04873e                          -      -            
     0.00%     0.00%  [.] 0xddb823c2262b6901                          -      -            
     0.00%     0.00%  [.] 0x2c0fc7064633ddea                          -      -            
     0.00%     0.00%  [.] 0x839e1078b336a846                          -      -            
     0.00%     0.00%  [.] 0x653a319e7c11fff5                          -      -            
     0.00%     0.00%  [.] 0xaeb23539970572d4                          -      -            
     0.00%     0.00%  [.] 0x76e78c4a4a796749                          -      -            
     0.00%     0.00%  [.] 0x43a13b400311d1c6                          -      -            
     0.00%     0.00%  [.] 0x86a4845cb0d75b2b                          -      -            
     0.00%     0.00%  [.] 0x44643372218fc50d                          -      -            
     0.00%     0.00%  [.] 0x5dc11b36cc9550a2                          -      -            
     0.00%     0.00%  [.] 0x354e41f2221f78f4                          -      -            
     0.00%     0.00%  [.] 0xfbc8ce265b3667d2                          -      -            
     0.00%     0.00%  [.] 0xffb4cfcfe5c68660                          -      -            
     0.00%     0.00%  [.] 0xc25cafda48019350                          -      -            
     0.00%     0.00%  [.] 0x4488f405664cab12                          -      -            
     0.00%     0.00%  [.] 0xc4766ff373d8989d                          -      -            
     0.00%     0.00%  [.] 0xe3afb287f1f5321e                          -      -            
     0.00%     0.00%  [.] 0x313cef2c5653023c                          -      -            
     0.00%     0.00%  [.] 0x67d1e87f234ff4cb                          -      -            
     0.00%     0.00%  [.] 0x2f59eea9398da98a                          -      -            
     0.00%     0.00%  [.] 0x46036c1036bff27c                          -      -            
     0.00%     0.00%  [.] 0xc7e30fd85b3efb83                          -      -            
     0.00%     0.00%  [k] avg_vruntime                                -      -            
     0.00%     0.00%  [.] 0xc0b568e06277b0d4                          -      -            
     0.00%     0.00%  [.] 0xa8414ffa3cf89c14                          -      -            
     0.00%     0.00%  [.] 0x876277bbd68af6b0                          -      -            
     0.00%     0.00%  [.] 0x01012f392e7caa3b                          -      -            
     0.00%     0.00%  [.] 0x7c6561bbd11f54b2                          -      -            
     0.00%     0.00%  [.] 0xee8d89222336d966                          -      -            
     0.00%     0.00%  [k] wake_affine                                 -      -            
     0.00%     0.00%  [k] select_task_rq_fair                         -      -            
     0.00%     0.00%  [.] 0xcf1dcad3817654f9                          -      -            
     0.00%     0.00%  [.] 0x31fd5629aef54844                          -      -            
     0.00%     0.00%  [.] 0x7cd41ac04f5f0a74                          -      -            
     0.00%     0.00%  [.] 0xc40d69b7416c9142                          -      -            
     0.00%     0.00%  [.] 0x4a720dec3b9e38f5                          -      -            
     0.00%     0.00%  [.] 0x31c742743af24db3                          -      -            
     0.00%     0.00%  [.] 0x15f605660fa1f519                          -      -            
     0.00%     0.00%  [.] 0x8cea903e15c7ebc2                          -      -            
     0.00%     0.00%  [.] 0xd395cb914e4bd654                          -      -            
     0.00%     0.00%  [.] 0x9c8c03c8bfd74869                          -      -            
     0.00%     0.00%  [.] 0x23ebbb56f8a057cc                          -      -            
     0.00%     0.00%  [.] 0xf48af1e5cf7398d4                          -      -            
     0.00%     0.00%  [.] 0x1f78a12e3573a70a                          -      -            
     0.00%     0.00%  [.] 0x56aef1a6bbf1a49e                          -      -            
     0.00%     0.00%  [.] 0xdb16956c7bf24503                          -      -            
     0.00%     0.00%  [.] 0xc0690d352746244f                          -      -            
     0.00%     0.00%  [.] 0x38fcc3838ff08a17                          -      -            
     0.00%     0.00%  [.] 0x4d13bed8fb34ff29                          -      -            
     0.00%     0.00%  [.] 0x551e64750f557f6a                          -      -            
     0.00%     0.00%  [.] 0x339d07c33c8c5be7                          -      -            
     0.00%     0.00%  [.] 0x28ba9bf48af430dc                          -      -            
     0.00%     0.00%  [.] 0xf89d2599278ffe2c                          -      -            
     0.00%     0.00%  [.] 0xcaa3fb769f8aed4b                          -      -            
     0.00%     0.00%  [.] 0xeaab08345c889baf                          -      -            
     0.00%     0.00%  [.] 0x2cbc153f6f8fe324                          -      -            
     0.00%     0.00%  [.] 0xefce664338921585                          -      -            
     0.00%     0.00%  [.] 0xefeea73dea0f5582                          -      -            
     0.00%     0.00%  [.] 0x8eea7bd507dacc22                          -      -            
     0.00%     0.00%  [.] 0xf29d3a7550c4d7a2                          -      -            
     0.00%     0.00%  [.] EVP_RAND_instantiate                        -      -            
     0.00%     0.00%  [.] drbg_ctr_instantiate                        -      -            
     0.00%     0.00%  [.] drbg_ctr_instantiate_wrapper                -      -            
     0.00%     0.00%  [.] ossl_prov_drbg_instantiate                  -      -            
     0.00%     0.00%  [.] rand_get0_primary.part.0                    -      -            
     0.00%     0.00%  [.] rand_new_drbg                               -      -            
     0.00%     0.00%  [.] __vfprintf_internal                         -      -            
     0.00%     0.00%  [.] 0x00007ffefb59db80                          -      -            
     0.00%     0.00%  [.] _dl_relocate_object_no_relro                -      -            
     0.00%     0.00%  [.] _dl_relocate_object                         -      -            
     0.00%     0.00%  [.] getrn                                       -      -            
